record_type,city,record_id,field,baseline_value,priority,status
project,נתניה,net-ashdar-country,balcony,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-ashdar-country,garden,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-ashdar-country,payment_terms,[],NORMAL,MISSING_BEFORE_V2
project,נתניה,net-ashdar-country,promotions,[],NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,contractor_company,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,latitude,32.30321,HIGH,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,longitude,34.87567,HIGH,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,permit_status,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,construction_status,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,estimated_delivery,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,number_of_buildings,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,number_of_floors,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,number_of_units,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,room_range,[],NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,area_range_sqm,[],NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,storage,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,mamad,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,balcony,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,garden,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-gabay-park,promotions,[],NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,contractor_company,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,architect,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,address,,HIGH,MISSING_BEFORE_V2
project,נתניה,net-david,street,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,street_number,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,latitude,32.30321,HIGH,MISSING_BEFORE_V2
project,נתניה,net-david,longitude,34.87567,HIGH,MISSING_BEFORE_V2
project,נתניה,net-david,permit_status,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,construction_status,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,estimated_delivery,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,number_of_buildings,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,number_of_floors,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,number_of_units,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,area_range_sqm,[],NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,parking,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,storage,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,mamad,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,balcony,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,garden,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,payment_terms,[],NORMAL,MISSING_BEFORE_V2
project,נתניה,net-david,known_unit_variants,[],HIGH,MISSING_BEFORE_V2
project,נתניה,net-the-strip,contractor_company,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-the-strip,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-the-strip,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-the-strip,address,,HIGH,MISSING_BEFORE_V2
project,נתניה,net-the-strip,street,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-the-strip,street_number,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-the-strip,latitude,32.30321,HIGH,MISSING_BEFORE_V2
project,נתניה,net-the-strip,longitude,34.87567,HIGH,MISSING_BEFORE_V2
project,נתניה,net-the-strip,permit_status,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-the-strip,construction_status,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-the-strip,estimated_delivery,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-the-strip,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-the-strip,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-the-strip,area_range_sqm,[],NORMAL,MISSING_BEFORE_V2
project,נתניה,net-the-strip,balcony,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-the-strip,garden,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-the-strip,payment_terms,[],NORMAL,MISSING_BEFORE_V2
project,נתניה,net-the-strip,promotions,[],NORMAL,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,contractor_company,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,architect,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,latitude,32.30321,HIGH,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,longitude,34.87567,HIGH,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,permit_status,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,construction_status,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,area_range_sqm,[],NORMAL,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,parking,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,storage,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,mamad,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,balcony,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,garden,,NORMAL,MISSING_BEFORE_V2
project,נתניה,net-aqua-sense,known_unit_variants,[],HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,architect,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,address,,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,street,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,street_number,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,latitude,31.68751,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,longitude,34.57109,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,permit_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,construction_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,estimated_delivery,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,number_of_buildings,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,number_of_floors,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,area_range_sqm,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,parking,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,storage,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,mamad,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,payment_terms,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,promotions,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-halomot-barnea,known_unit_variants,[],HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,contractor_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,architect,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,address,,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,street,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,street_number,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,latitude,31.68751,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,longitude,34.57109,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,permit_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,construction_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,estimated_delivery,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,number_of_buildings,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,number_of_floors,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,number_of_units,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,room_range,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,area_range_sqm,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,parking,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,storage,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,mamad,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,balcony,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,garden,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,payment_terms,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,promotions,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-demri-barnea,known_unit_variants,[],HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,developer_company,,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,development_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,contractor_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,architect,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,address,,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,street,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,street_number,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,permit_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,construction_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,estimated_delivery,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,number_of_buildings,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,number_of_floors,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,number_of_units,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,room_range,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,area_range_sqm,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,parking,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,storage,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,mamad,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,balcony,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,garden,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,payment_terms,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,promotions,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ramot,known_unit_variants,[],HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,contractor_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,architect,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,address,,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,street,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,street_number,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,permit_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,construction_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,estimated_delivery,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,number_of_floors,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,area_range_sqm,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,parking,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,storage,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,mamad,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,balcony,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,garden,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,payment_terms,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,promotions,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-ramot,known_unit_variants,[],HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,contractor_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,architect,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,permit_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,construction_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,estimated_delivery,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,number_of_buildings,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,number_of_floors,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,number_of_units,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,area_range_sqm,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,parking,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,storage,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,mamad,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,balcony,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,payment_terms,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-peretz-wine,promotions,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,contractor_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,architect,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,latitude,31.68751,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,longitude,34.57109,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,permit_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,construction_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,area_range_sqm,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,parking,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,storage,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,mamad,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,balcony,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,payment_terms,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,promotions,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-ayal-peretz-wine,known_unit_variants,[],HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,contractor_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,architect,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,permit_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,construction_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,estimated_delivery,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,number_of_buildings,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,number_of_floors,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,number_of_units,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,room_range,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,area_range_sqm,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,parking,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,storage,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,mamad,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,balcony,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,garden,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,payment_terms,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,promotions,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-avisror-wine,known_unit_variants,[],HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,contractor_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,architect,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,permit_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,construction_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,estimated_delivery,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,number_of_buildings,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,number_of_floors,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,number_of_units,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,area_range_sqm,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,parking,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,storage,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,mamad,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,balcony,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,garden,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,payment_terms,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-efi-wine,known_unit_variants,[],HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-jade,contractor_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,latitude,31.68751,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-jade,longitude,34.57109,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-jade,permit_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,construction_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,estimated_delivery,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,number_of_floors,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,number_of_units,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,parking,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,storage,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,mamad,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,balcony,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,garden,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,payment_terms,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-jade,promotions,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,contractor_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,architect,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,address,,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,street,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,street_number,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,latitude,31.68751,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,longitude,34.57109,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,permit_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,construction_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,estimated_delivery,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,number_of_floors,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,number_of_units,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,room_range,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,area_range_sqm,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,parking,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,storage,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,mamad,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,balcony,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,garden,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,payment_terms,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-dimri-wine,known_unit_variants,[],HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,contractor_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,architect,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,latitude,31.68751,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,longitude,34.57109,HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,permit_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,construction_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,estimated_delivery,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,number_of_buildings,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,number_of_floors,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,number_of_units,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,room_range,[],NORMAL,MISSING_BEFORE_V2
