record_type,city,record_id,field,baseline_value,priority,status
project,אשקלון,ash-yama-marina,area_range_sqm,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,parking,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,storage,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,mamad,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,balcony,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,garden,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,payment_terms,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-yama-marina,known_unit_variants,[],HIGH,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,contractor_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,marketing_company,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,architect,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,financing_bank,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,permit_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,construction_status,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,estimated_delivery,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,number_of_buildings,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,number_of_floors,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,number_of_units,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,apartments_per_floor,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,number_of_elevators,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,room_range,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,area_range_sqm,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,parking,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,storage,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,mamad,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,balcony,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,garden,,NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,payment_terms,[],NORMAL,MISSING_BEFORE_V2
project,אשקלון,ash-lev-agamim,known_unit_variants,[],HIGH,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-laguardia-garden-68,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-laguardia-garden-68,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-laguardia-garden-68,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-laguardia-garden-68,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-laguardia-garden-68,parking,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-laguardia-garden-68,storage,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-laguardia-garden-68,mamad,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-laguardia-garden-68,orientation,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-taoz3-garden-175,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-taoz3-garden-175,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-taoz3-garden-175,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-taoz3-garden-175,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-taoz3-garden-175,parking,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-taoz3-garden-175,storage,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-taoz3-garden-175,mamad,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-taoz3-garden-175,orientation,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yadeliyahu-2r-garden90,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yadeliyahu-2r-garden90,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yadeliyahu-2r-garden90,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yadeliyahu-2r-garden90,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yadeliyahu-2r-garden90,parking,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yadeliyahu-2r-garden90,storage,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yadeliyahu-2r-garden90,mamad,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yadeliyahu-2r-garden90,orientation,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-archive-yiftach4-garden57,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-archive-yiftach4-garden57,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-archive-yiftach4-garden57,orientation,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-moshe-dayan-duplex180,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-moshe-dayan-duplex180,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-moshe-dayan-duplex180,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-moshe-dayan-duplex180,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-moshe-dayan-duplex180,parking,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-moshe-dayan-duplex180,storage,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-moshe-dayan-duplex180,mamad,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-moshe-dayan-duplex180,orientation,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-margolin29-duplex93,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-margolin29-duplex93,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-margolin29-duplex93,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-margolin29-duplex93,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-margolin29-duplex93,parking,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-margolin29-duplex93,storage,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-margolin29-duplex93,mamad,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-margolin29-duplex93,orientation,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-new-5r-penthouse180,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-new-5r-penthouse180,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-new-5r-penthouse180,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-new-5r-penthouse180,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-new-5r-penthouse180,parking,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-new-5r-penthouse180,storage,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-new-5r-penthouse180,mamad,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-new-5r-penthouse180,orientation,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-gibor5r-penthouse198,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-gibor5r-penthouse198,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-gibor5r-penthouse198,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-gibor5r-penthouse198,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-gibor5r-penthouse198,parking,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-gibor5r-penthouse198,storage,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-gibor5r-penthouse198,mamad,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-gibor5r-penthouse198,orientation,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yiftach6-penthouse166,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yiftach6-penthouse166,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yiftach6-penthouse166,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yiftach6-penthouse166,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yiftach6-penthouse166,parking,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yiftach6-penthouse166,storage,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yiftach6-penthouse166,mamad,,NORMAL,MISSING_BEFORE_V2
asking,תל אביב-יפו,ta-ask-yiftach6-penthouse166,orientation,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-dekel-duplex160,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-dekel-duplex160,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-dekel-duplex160,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-dekel-duplex160,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-dekel-duplex160,parking,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-dekel-duplex160,storage,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-dekel-duplex160,mamad,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-dekel-duplex160,orientation,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-park-duplex140,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-park-duplex140,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-park-duplex140,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-park-duplex140,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-park-duplex140,parking,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-park-duplex140,storage,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-park-duplex140,mamad,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-park-duplex140,orientation,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-triplex158,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-triplex158,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-triplex158,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-triplex158,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-triplex158,parking,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-triplex158,storage,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-triplex158,mamad,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-triplex158,orientation,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-triplex158,price,,HIGH,MISSING_BEFORE_V2
asking,נתניה,net-ask-hartom-penthouse229,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-hartom-penthouse229,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-hartom-penthouse229,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-hartom-penthouse229,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-hartom-penthouse229,parking,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-hartom-penthouse229,storage,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-hartom-penthouse229,mamad,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-hartom-penthouse229,orientation,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-moran-penthouse180,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-moran-penthouse180,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-moran-penthouse180,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-moran-penthouse180,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-moran-penthouse180,parking,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-moran-penthouse180,storage,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-moran-penthouse180,mamad,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-moran-penthouse180,orientation,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-shvat4-penthouse255,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-shvat4-penthouse255,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-shvat4-penthouse255,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-shvat4-penthouse255,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-shvat4-penthouse255,parking,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-shvat4-penthouse255,storage,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-shvat4-penthouse255,mamad,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-ask-shvat4-penthouse255,orientation,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-archive-park9-garden-duplex150,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-archive-park9-garden-duplex150,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-archive-park9-garden-duplex150,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-archive-park9-garden-duplex150,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-archive-park9-garden-duplex150,storage,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-archive-park9-garden-duplex150,orientation,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-archive-hanofar-garden120,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-archive-hanofar-garden120,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-archive-hanofar-garden120,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-archive-hanofar-garden120,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-archive-hanofar-garden120,parking,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-archive-hanofar-garden120,storage,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-archive-hanofar-garden120,mamad,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,net-archive-hanofar-garden120,orientation,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-4290,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-4290,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-4290,floor,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-4290,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-4290,parking,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-4290,storage,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-4290,mamad,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-4290,orientation,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-4290,observed_date,,HIGH,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-3850,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-3850,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-3850,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-3850,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-3850,parking,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-3850,storage,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-3850,mamad,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-3850,orientation,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-dekel-6r160-3850,observed_date,,HIGH,MISSING_BEFORE_V2
asking,נתניה,r1-net-bnei-reich21-4775,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-bnei-reich21-4775,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-bnei-reich21-4775,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-bnei-reich21-4775,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-bnei-reich21-4775,parking,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-bnei-reich21-4775,storage,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-bnei-reich21-4775,mamad,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-bnei-reich21-4775,orientation,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-bnei-reich21-4775,observed_date,,HIGH,MISSING_BEFORE_V2
asking,נתניה,r1-net-park-garden150-4120,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park-garden150-4120,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park-garden150-4120,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park-garden150-4120,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park-garden150-4120,parking,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park-garden150-4120,storage,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park-garden150-4120,mamad,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park-garden150-4120,orientation,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park-garden150-4120,observed_date,,HIGH,MISSING_BEFORE_V2
asking,נתניה,r1-net-park23-penthouse160-4100,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park23-penthouse160-4100,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park23-penthouse160-4100,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park23-penthouse160-4100,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park23-penthouse160-4100,parking,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park23-penthouse160-4100,storage,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park23-penthouse160-4100,mamad,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park23-penthouse160-4100,orientation,,NORMAL,MISSING_BEFORE_V2
asking,נתניה,r1-net-park23-penthouse160-4100,observed_date,,HIGH,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat-duplex200,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat-duplex200,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat-duplex200,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat-duplex200,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat-duplex200,parking,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat-duplex200,storage,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat-duplex200,mamad,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat-duplex200,orientation,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-barnea-duplex5r138,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-barnea-duplex5r138,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-barnea-duplex5r138,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-barnea-duplex5r138,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-barnea-duplex5r138,parking,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-barnea-duplex5r138,storage,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-barnea-duplex5r138,mamad,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-barnea-duplex5r138,orientation,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-zionut-duplex132,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-zionut-duplex132,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-zionut-duplex132,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-zionut-duplex132,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-zionut-duplex132,parking,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-zionut-duplex132,storage,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-zionut-duplex132,mamad,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-zionut-duplex132,orientation,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden205,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden205,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden205,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden205,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden205,parking,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden205,storage,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden205,mamad,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden205,orientation,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden210,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden210,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden210,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden210,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden210,parking,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden210,storage,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden210,mamad,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-blasberg-garden210,orientation,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat32-conflict,internal_area,,HIGH,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat32-conflict,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat32-conflict,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat32-conflict,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat32-conflict,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat32-conflict,parking,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat32-conflict,storage,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat32-conflict,mamad,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-maalehagat32-conflict,orientation,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-homeless-penthouse170,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-homeless-penthouse170,orientation,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-mini529103,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-mini529103,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-mini529103,storage,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-wine22-penthouse160,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-wine22-penthouse160,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,ash-ask-wine22-penthouse160,orientation,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,r1-ash-arie-ben-eliezer-3850,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,r1-ash-arie-ben-eliezer-3850,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,r1-ash-arie-ben-eliezer-3850,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,r1-ash-arie-ben-eliezer-3850,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,r1-ash-arie-ben-eliezer-3850,parking,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,r1-ash-arie-ben-eliezer-3850,storage,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,r1-ash-arie-ben-eliezer-3850,mamad,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,r1-ash-arie-ben-eliezer-3850,orientation,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,r1-ash-arie-ben-eliezer-3850,observed_date,,HIGH,MISSING_BEFORE_V2
asking,אשקלון,r1-ash-arie-ben-eliezer-3000,balcony_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,r1-ash-arie-ben-eliezer-3000,garden_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,r1-ash-arie-ben-eliezer-3000,outdoor_area,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,r1-ash-arie-ben-eliezer-3000,number_of_levels,,NORMAL,MISSING_BEFORE_V2
asking,אשקלון,r1-ash-arie-ben-eliezer-3000,parking,,NORMAL,MISSING_BEFORE_V2
