source_class,file,record_index,lane_raw,source_raw,source_id,targets,special_types,date,city,neighborhood,address,street,rooms,area_sqm,outdoor_area_sqm,floor,total_floors,property_type,deal_type,price,price_per_sqm,parking,storage,gush,helka,tat_helka,parcel_key,latitude,longitude,description,raw_preview
subject_inventory,C:\Users\AVIV\gaba\gabay_pricing_core\project_dry_run.json,1055,,,,6_room | 6_room_triplex | small_area_45_80 | special_property_type,triplex,,,,,,6.0,78.5,20.0,10.0,,,,,,,,,,,,,,טריפלקס,"{""excel_row"": ""41"", ""floor"": ""10"", ""unit_number"": ""36"", ""rooms"": ""6.0"", ""internal_area"": ""78.5"", ""balcony_area"": ""20.0"", ""orientation"": ""מזרח"", ""notes"": ""טריפלקס""}"
subject_inventory,C:\Users\AVIV\gaba\gabay_pricing_core\project_dry_run.json,1056,,,,6_room | 6_room_triplex | special_property_type,triplex,,,,,,6.0,103.3,62.6,11.0,,,,,,,,,,,,,,טריפלקס,"{""excel_row"": ""45"", ""floor"": ""11"", ""unit_number"": ""36"", ""rooms"": ""6.0"", ""internal_area"": ""103.3"", ""balcony_area"": ""62.6"", ""orientation"": ""מזרח"", ""notes"": ""טריפלקס""}"
subject_inventory,C:\Users\AVIV\gaba\gabay_pricing_core\project_dry_run.json,1057,,,,6_room | 6_room_triplex | special_property_type | very_large_area_210_310,triplex,,,,,,6.0,255.2,,,,,,,,,,,,,,,,טריפלקס,"{""excel_row"": ""47"", ""floor"": ""סה\""כ"", ""unit_number"": ""36"", ""rooms"": ""6.0"", ""internal_area"": ""255.2"", ""orientation"": ""מזרח"", ""notes"": ""טריפלקס""}"
subject_inventory,C:\Users\AVIV\gaba\gabay_pricing_core\project_dry_run.json,1071,,,,6_room | 6_room_triplex | special_property_type | very_large_area_210_310,triplex,,,,,,6.0,260.1,97.4,9.0,,triplex,,,,,,,,,,,,טריפלקס,"{""unit_number"": ""37"", ""floor"": ""9-11"", ""rooms"": ""6.0"", ""internal_area"": ""260.1"", ""balcony_area"": ""97.4"", ""orientation"": ""מערב"", ""unit_type"": ""triplex"", ""notes"": ""טריפלקס""}"
subject_inventory,C:\Users\AVIV\gaba\gabay_pricing_core\project_dry_run.json,1072,,,,6_room | 6_room_triplex | small_area_45_80 | special_property_type,triplex,,,,,,6.0,73.7,12.0,9.0,,,,,,,,,,,,,,טריפלקס,"{""excel_row"": ""38"", ""floor"": ""9"", ""unit_number"": ""37"", ""rooms"": ""6.0"", ""internal_area"": ""73.7"", ""balcony_area"": ""12.0"", ""orientation"": ""מערב"", ""notes"": ""טריפלקס""}"
subject_inventory,C:\Users\AVIV\gaba\gabay_pricing_core\project_dry_run.json,1073,,,,6_room | 6_room_triplex | small_area_45_80 | special_property_type,triplex,,,,,,6.0,77.5,20.0,10.0,,,,,,,,,,,,,,טריפלקס,"{""excel_row"": ""42"", ""floor"": ""10"", ""unit_number"": ""37"", ""rooms"": ""6.0"", ""internal_area"": ""77.5"", ""balcony_area"": ""20.0"", ""orientation"": ""מערב"", ""notes"": ""טריפלקס""}"
subject_inventory,C:\Users\AVIV\gaba\gabay_pricing_core\project_dry_run.json,1074,,,,6_room | 6_room_triplex | special_property_type,triplex,,,,,,6.0,108.9,65.4,11.0,,,,,,,,,,,,,,טריפלקס,"{""excel_row"": ""46"", ""floor"": ""11"", ""unit_number"": ""37"", ""rooms"": ""6.0"", ""internal_area"": ""108.9"", ""balcony_area"": ""65.4"", ""orientation"": ""מערב"", ""notes"": ""טריפלקס""}"
subject_inventory,C:\Users\AVIV\gaba\gabay_pricing_core\project_dry_run.json,1075,,,,6_room | 6_room_triplex | special_property_type | very_large_area_210_310,triplex,,,,,,6.0,260.1,,,,,,,,,,,,,,,,טריפלקס,"{""excel_row"": ""48"", ""floor"": ""סה\""כ"", ""unit_number"": ""37"", ""rooms"": ""6.0"", ""internal_area"": ""260.1"", ""orientation"": ""מערב"", ""notes"": ""טריפלקס""}"
subject_inventory,C:\Users\AVIV\gaba\gabay_pricing_core\project_dry_run.json,1089,,,,7_plus_duplex | 7_plus_room | large_area_140_195 | special_property_type,duplex,,,,,,7.0,170.1,39.6,9.0,,duplex,,,,,,,,,,,,דופלקס,"{""unit_number"": ""38"", ""floor"": ""9-10"", ""rooms"": ""7.0"", ""internal_area"": ""170.1"", ""balcony_area"": ""39.6"", ""orientation"": ""מערב"", ""unit_type"": ""duplex"", ""notes"": ""דופלקס""}"
subject_inventory,C:\Users\AVIV\gaba\gabay_pricing_core\project_dry_run.json,1090,,,,7_plus_duplex | 7_plus_room | special_property_type,duplex,,,,,,7.0,80.7,19.6,9.0,,,,,,,,,,,,,,דופלקס,"{""excel_row"": ""39"", ""floor"": ""9"", ""unit_number"": ""38"", ""rooms"": ""7.0"", ""internal_area"": ""80.7"", ""balcony_area"": ""19.6"", ""orientation"": ""מערב"", ""notes"": ""דופלקס""}"
subject_inventory,C:\Users\AVIV\gaba\gabay_pricing_core\project_dry_run.json,1091,,,,7_plus_duplex | 7_plus_room | special_property_type,duplex,,,,,,7.0,89.4,20.0,10.0,,,,,,,,,,,,,,דופלקס,"{""excel_row"": ""43"", ""floor"": ""10"", ""unit_number"": ""38"", ""rooms"": ""7.0"", ""internal_area"": ""89.4"", ""balcony_area"": ""20.0"", ""notes"": ""דופלקס""}"
subject_inventory,C:\Users\AVIV\gaba\gabay_pricing_core\project_dry_run.json,1092,,,,7_plus_duplex | 7_plus_room | large_area_140_195 | special_property_type,duplex,,,,,,7.0,170.1,,,,,,,,,,,,,,,,דופלקס,"{""excel_row"": ""49"", ""floor"": ""סה\""כ"", ""unit_number"": ""38"", ""rooms"": ""7.0"", ""internal_area"": ""170.1"", ""orientation"": ""מערב"", ""notes"": ""דופלקס""}"
subject_inventory,C:\Users\AVIV\gaba\gabay_pricing_core\project_dry_run.json,1106,,,,large_area_140_195 | special_property_type,duplex,,,,,,5.0,158.6,39.6,9.0,,duplex,,,,,,,,,,,,דופלקס,"{""unit_number"": ""39"", ""floor"": ""9-10"", ""rooms"": ""5.0"", ""internal_area"": ""158.6"", ""balcony_area"": ""39.6"", ""unit_type"": ""duplex"", ""notes"": ""דופלקס""}"
subject_inventory,C:\Users\AVIV\gaba\gabay_pricing_core\project_dry_run.json,1107,,,,small_area_45_80 | special_property_type,duplex,,,,,,5.0,74.8,19.6,9.0,,,,,,,,,,,,,,דופלקס,"{""excel_row"": ""40"", ""floor"": ""9"", ""unit_number"": ""39"", ""rooms"": ""5.0"", ""internal_area"": ""74.8"", ""balcony_area"": ""19.6"", ""notes"": ""דופלקס""}"
subject_inventory,C:\Users\AVIV\gaba\gabay_pricing_core\project_dry_run.json,1108,,,,special_property_type,duplex,,,,,,5.0,83.8,20.0,10.0,,,,,,,,,,,,,,דופלקס,"{""excel_row"": ""44"", ""floor"": ""10"", ""unit_number"": ""39"", ""rooms"": ""5.0"", ""internal_area"": ""83.8"", ""balcony_area"": ""20.0"", ""notes"": ""דופלקס""}"
