source_class,file,record_index,lane_raw,source_raw,source_id,targets,special_types,date,city,neighborhood,address,street,rooms,area_sqm,outdoor_area_sqm,floor,total_floors,property_type,deal_type,price,price_per_sqm,parking,storage,gush,helka,tat_helka,parcel_key,latitude,longitude,description,raw_preview
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,140,,,,large_area_140_195,,2022-01-27,אשקלון,האגמים,עמק חפר 33,,5.0,143.0,,1.0,,דירה בבית קומות,,,11888.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""447"", ""targets"": ""large_area_140_195"", ""date"": ""2022-01-27"", ""city"": ""אשקלון"", ""neighborhood"": ""האגמים"", ""address"": ""עמק חפר 33"", ""rooms"": ""5.0"", ""area_sqm"": ""143.0"", ""floor"": ""1.0"", ""property_type"": ""דירה בבית קומות"", ""price_per_sqm"": ""11888.0"", ""raw_preview"": ""{\""source_index\"": \""225\"", \""deal_date\"": \""2022-01-27\"", \""deal_amount\"": \""1700000.0\"", \""price_per_sqm\"": \""11888.0\"", \""address\"": \""עמק חפר 33\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""האגמים\"", \""rooms\"": \""5.0\"", \""floor\"": \""1\"", \""area\"": \""143.0\"", \""property_type\"": \""דירה בבית קומות\"", \""gush\"": \""2883\"", \""helka\"": \""15\"", \""tat_helka\"": \""27\"", \""asset_id\"": \""10983287520\"", \""latitude\"": \""31.64809397574784\"", \""longitude\"": \""34.56407133896185...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,144,,,,large_area_140_195 | special_property_type,roof,2024-07-21,אשקלון,האגמים,עמק יזרעאל 28,,5.0,157.0,,9.0,,דירת גג,,,14459.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""563"", ""targets"": ""large_area_140_195 | special_property_type"", ""special_types"": ""roof"", ""date"": ""2024-07-21"", ""city"": ""אשקלון"", ""neighborhood"": ""האגמים"", ""address"": ""עמק יזרעאל 28"", ""rooms"": ""5.0"", ""area_sqm"": ""157.0"", ""floor"": ""9.0"", ""property_type"": ""דירת גג"", ""price_per_sqm"": ""14459.0"", ""raw_preview"": ""{\""source_index\"": \""375\"", \""deal_date\"": \""2024-07-21\"", \""deal_amount\"": \""2270000.0\"", \""price_per_sqm\"": \""14459.0\"", \""address\"": \""עמק יזרעאל 28\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""האגמים\"", \""rooms\"": \""5.0\"", \""floor\"": \""קומה ‎9‏, קומה ‎10‏\"", \""area\"": \""157.0\"", \""property_type\"": \""דירת גג\"", \""gush\"": \""2883\"", \""helka\"": \""29\"", \""tat_helka\"": \""36\"", \""asset_id\"": \""11175848100\"", \""latitude\"": \""31.64971700796832\"", \""longitude\"": \""34.5...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,145,,,,large_area_140_195 | special_property_type,roof,2025-10-23,אשקלון,האגמים,עמק חפר 11,,5.0,147.0,,,,דירת גג,,,7517.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_review.json"", ""record_index"": ""1"", ""targets"": ""large_area_140_195 | special_property_type"", ""special_types"": ""roof"", ""date"": ""2025-10-23"", ""city"": ""אשקלון"", ""neighborhood"": ""האגמים"", ""address"": ""עמק חפר 11"", ""rooms"": ""5.0"", ""area_sqm"": ""147.0"", ""property_type"": ""דירת גג"", ""price_per_sqm"": ""7517.0"", ""raw_preview"": ""{\""source_index\"": \""146\"", \""deal_date\"": \""2025-10-23\"", \""deal_amount\"": \""1105000.0\"", \""price_per_sqm\"": \""7517.0\"", \""address\"": \""עמק חפר 11\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""האגמים\"", \""rooms\"": \""5.0\"", \""floor\"": \""רביעית, חמישית\"", \""area\"": \""147.0\"", \""property_type\"": \""דירת גג\"", \""gush\"": \""2882\"", \""helka\"": \""9\"", \""tat_helka\"": \""29\"", \""asset_id\"": \""11276813610\"", \""latitude\"": \""31.64667239461572\"", \""longitude\"": \""34.56025410932...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,146,,,,large_area_140_195,,2024-08-04,אשקלון,האגמים,עמק חפר 9,,5.0,173.0,,,,דירה בבית קומות,,,6358.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_review.json"", ""record_index"": ""3"", ""targets"": ""large_area_140_195"", ""date"": ""2024-08-04"", ""city"": ""אשקלון"", ""neighborhood"": ""האגמים"", ""address"": ""עמק חפר 9"", ""rooms"": ""5.0"", ""area_sqm"": ""173.0"", ""property_type"": ""דירה בבית קומות"", ""price_per_sqm"": ""6358.0"", ""raw_preview"": ""{\""source_index\"": \""171\"", \""deal_date\"": \""2024-08-04\"", \""deal_amount\"": \""1100000.0\"", \""price_per_sqm\"": \""6358.0\"", \""address\"": \""עמק חפר 9\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""האגמים\"", \""rooms\"": \""5.0\"", \""floor\"": \""רביעית, חמישית\"", \""area\"": \""173.0\"", \""property_type\"": \""דירה בבית קומות\"", \""gush\"": \""2882\"", \""helka\"": \""9\"", \""tat_helka\"": \""39\"", \""asset_id\"": \""11177303490\"", \""latitude\"": \""31.64653428008991\"", \""longitude\"": \""34.5600...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,151,,,,large_area_140_195,,2026-05-13,אשקלון,גבעת ציון,עמק יזרעאל 99,,5.0,152.0,,8.0,,,,,18241.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_review.json"", ""record_index"": ""19"", ""targets"": ""large_area_140_195"", ""date"": ""2026-05-13"", ""city"": ""אשקלון"", ""neighborhood"": ""גבעת ציון"", ""address"": ""עמק יזרעאל 99"", ""rooms"": ""5.0"", ""area_sqm"": ""152.0"", ""floor"": ""8.0"", ""price_per_sqm"": ""18241.0"", ""raw_preview"": ""{\""source_index\"": \""249\"", \""deal_date\"": \""2026-05-13\"", \""deal_amount\"": \""2772693.0\"", \""price_per_sqm\"": \""18241.0\"", \""address\"": \""עמק יזרעאל 99\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""גבעת ציון\"", \""rooms\"": \""5.0\"", \""floor\"": \""8\"", \""area\"": \""152.0\"", \""gush\"": \""1475\"", \""helka\"": \""6\"", \""tat_helka\"": \""28\"", \""asset_id\"": \""11358945336\"", \""latitude\"": \""31.649263595171888\"", \""longitude\"": \""34.57601278906968\"", \""scraped_at\"": \""2026-09-04T1...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,152,,,,large_area_140_195,,2026-05-04,אשקלון,גבעת ציון,עמק יזרעאל 99,,5.0,152.0,,8.0,,,,,18092.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_review.json"", ""record_index"": ""23"", ""targets"": ""large_area_140_195"", ""date"": ""2026-05-04"", ""city"": ""אשקלון"", ""neighborhood"": ""גבעת ציון"", ""address"": ""עמק יזרעאל 99"", ""rooms"": ""5.0"", ""area_sqm"": ""152.0"", ""floor"": ""8.0"", ""price_per_sqm"": ""18092.0"", ""raw_preview"": ""{\""source_index\"": \""251\"", \""deal_date\"": \""2026-05-04\"", \""deal_amount\"": \""2750000.0\"", \""price_per_sqm\"": \""18092.0\"", \""address\"": \""עמק יזרעאל 99\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""גבעת ציון\"", \""rooms\"": \""5.0\"", \""floor\"": \""8\"", \""area\"": \""152.0\"", \""gush\"": \""1475\"", \""helka\"": \""6\"", \""tat_helka\"": \""11\"", \""asset_id\"": \""11358945318\"", \""latitude\"": \""31.649263595171888\"", \""longitude\"": \""34.57601278906968\"", \""scraped_at\"": \""2026-09-04T1...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,153,,,,large_area_140_195,,2026-03-07,אשקלון,גבעת ציון,עמק יזרעאל 99,,5.0,158.0,,8.0,,,,,17405.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_review.json"", ""record_index"": ""31"", ""targets"": ""large_area_140_195"", ""date"": ""2026-03-07"", ""city"": ""אשקלון"", ""neighborhood"": ""גבעת ציון"", ""address"": ""עמק יזרעאל 99"", ""rooms"": ""5.0"", ""area_sqm"": ""158.0"", ""floor"": ""8.0"", ""price_per_sqm"": ""17405.0"", ""raw_preview"": ""{\""source_index\"": \""258\"", \""deal_date\"": \""2026-03-07\"", \""deal_amount\"": \""2750000.0\"", \""price_per_sqm\"": \""17405.0\"", \""address\"": \""עמק יזרעאל 99\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""גבעת ציון\"", \""rooms\"": \""5.0\"", \""floor\"": \""8\"", \""area\"": \""158.0\"", \""gush\"": \""1475\"", \""helka\"": \""6\"", \""tat_helka\"": \""20\"", \""asset_id\"": \""11358945328\"", \""latitude\"": \""31.649263595171888\"", \""longitude\"": \""34.57601278906968\"", \""scraped_at\"": \""2026-09-04T1...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,155,,,,large_area_140_195,,2025-07-14,אשקלון,גבעת ציון,עמק יזרעאל 99,,5.0,158.0,,8.0,,,,,18099.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_review.json"", ""record_index"": ""83"", ""targets"": ""large_area_140_195"", ""date"": ""2025-07-14"", ""city"": ""אשקלון"", ""neighborhood"": ""גבעת ציון"", ""address"": ""עמק יזרעאל 99"", ""rooms"": ""5.0"", ""area_sqm"": ""158.0"", ""floor"": ""8.0"", ""price_per_sqm"": ""18099.0"", ""raw_preview"": ""{\""source_index\"": \""299\"", \""deal_date\"": \""2025-07-14\"", \""deal_amount\"": \""2859676.0\"", \""price_per_sqm\"": \""18099.0\"", \""address\"": \""עמק יזרעאל 99\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""גבעת ציון\"", \""rooms\"": \""5.0\"", \""floor\"": \""8\"", \""area\"": \""158.0\"", \""gush\"": \""1475\"", \""helka\"": \""6\"", \""tat_helka\"": \""32\"", \""asset_id\"": \""11358945341\"", \""latitude\"": \""31.649263595171888\"", \""longitude\"": \""34.57601278906968\"", \""scraped_at\"": \""2026-09-04T1...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,771,,,,large_area_140_195,,2026-06-10,,מתחם מ-7,דרך הים 31,,5.0,153.0,,,20.0,,True,,20850.0,,,,,,,,,,"{""source_class"": ""sold"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\tax_enrichment_diagnostics.json"", ""record_index"": ""130"", ""targets"": ""large_area_140_195"", ""date"": ""2026-06-10"", ""neighborhood"": ""מתחם מ-7"", ""address"": ""דרך הים 31"", ""rooms"": ""5.0"", ""area_sqm"": ""153.0"", ""total_floors"": ""20.0"", ""deal_type"": ""True"", ""price_per_sqm"": ""20850.0"", ""raw_preview"": ""{\""dealDate\"": \""2026-06-10\"", \""dealAmount\"": \""3190000\"", \""pricePerSqm\"": \""20850\"", \""address\"": \""דרך הים 31\"", \""neighborhoodName\"": \""מתחם מ-7\"", \""rooms\"": \""5\"", \""floor\"": \""שלוש עשרה\"", \""buildingFloors\"": \""20\"", \""area\"": \""153\"", \""yearBuilt\"": \""2020\"", \""isFirstHand\"": \""True\"", \""gush\"": \""370\"", \""helka\"": \""40\"", \""tatHelka\"": \""192\"", \""assetId\"": \""4920984\""}""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,772,,,,large_area_140_195,,2026-06-11,,מתחם מ-7,דרך הים 31,,5.0,153.0,,,20.0,דירה בבית קומות,,,20850.0,,,,,,,,,,"{""source_class"": ""sold"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\tax_enrichment_diagnostics.json"", ""record_index"": ""131"", ""targets"": ""large_area_140_195"", ""date"": ""2026-06-11"", ""neighborhood"": ""מתחם מ-7"", ""address"": ""דרך הים 31"", ""rooms"": ""5.0"", ""area_sqm"": ""153.0"", ""total_floors"": ""20.0"", ""property_type"": ""דירה בבית קומות"", ""price_per_sqm"": ""20850.0"", ""raw_preview"": ""{\""dealDate\"": \""2026-06-11\"", \""dealAmount\"": \""3190000\"", \""pricePerSqm\"": \""20850\"", \""address\"": \""דרך הים 31\"", \""neighborhoodName\"": \""מתחם מ-7\"", \""rooms\"": \""5\"", \""floor\"": \""שלוש עשרה\"", \""buildingFloors\"": \""20\"", \""area\"": \""153\"", \""yearBuilt\"": \""2020\"", \""propertyType\"": \""דירה בבית קומות\"", \""gush\"": \""370\"", \""helka\"": \""40\"", \""tatHelka\"": \""193\"", \""assetId\"": \""4920984\""}""}"
sold,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\sold_candidates.csv,604,,,,large_area_140_195,,2026-06-10,,מתחם מ-7,דרך הים 31,,5.0,153.0,,,20.0,,True,,20850.0,,,,,,,,,,"{""source_class"": ""sold"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\tax_enrichment_diagnostics.json"", ""record_index"": ""130"", ""targets"": ""large_area_140_195"", ""date"": ""2026-06-10"", ""neighborhood"": ""מתחם מ-7"", ""address"": ""דרך הים 31"", ""rooms"": ""5.0"", ""area_sqm"": ""153.0"", ""total_floors"": ""20.0"", ""deal_type"": ""True"", ""price_per_sqm"": ""20850.0"", ""raw_preview"": ""{\""dealDate\"": \""2026-06-10\"", \""dealAmount\"": \""3190000\"", \""pricePerSqm\"": \""20850\"", \""address\"": \""דרך הים 31\"", \""neighborhoodName\"": \""מתחם מ-7\"", \""rooms\"": \""5\"", \""floor\"": \""שלוש עשרה\"", \""buildingFloors\"": \""20\"", \""area\"": \""153\"", \""yearBuilt\"": \""2020\"", \""isFirstHand\"": \""True\"", \""gush\"": \""370\"", \""helka\"": \""40\"", \""tatHelka\"": \""192\"", \""assetId\"": \""4920984\""}""}"
sold,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\sold_candidates.csv,605,,,,large_area_140_195,,2026-06-11,,מתחם מ-7,דרך הים 31,,5.0,153.0,,,20.0,דירה בבית קומות,,,20850.0,,,,,,,,,,"{""source_class"": ""sold"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\tax_enrichment_diagnostics.json"", ""record_index"": ""131"", ""targets"": ""large_area_140_195"", ""date"": ""2026-06-11"", ""neighborhood"": ""מתחם מ-7"", ""address"": ""דרך הים 31"", ""rooms"": ""5.0"", ""area_sqm"": ""153.0"", ""total_floors"": ""20.0"", ""property_type"": ""דירה בבית קומות"", ""price_per_sqm"": ""20850.0"", ""raw_preview"": ""{\""dealDate\"": \""2026-06-11\"", \""dealAmount\"": \""3190000\"", \""pricePerSqm\"": \""20850\"", \""address\"": \""דרך הים 31\"", \""neighborhoodName\"": \""מתחם מ-7\"", \""rooms\"": \""5\"", \""floor\"": \""שלוש עשרה\"", \""buildingFloors\"": \""20\"", \""area\"": \""153\"", \""yearBuilt\"": \""2020\"", \""propertyType\"": \""דירה בבית קומות\"", \""gush\"": \""370\"", \""helka\"": \""40\"", \""tatHelka\"": \""193\"", \""assetId\"": \""4920984\""}""}"
sold,C:\Users\AVIV\gaba\gabay_pricing_core\tax_enrichment_diagnostics.json,130,,,4920984,large_area_140_195,,2026-06-10,,מתחם מ-7,דרך הים 31,,5.0,153.0,,,20.0,,True,3190000.0,20850.0,,,370,40,192,370-40,,,,"{""dealDate"": ""2026-06-10"", ""dealAmount"": ""3190000"", ""pricePerSqm"": ""20850"", ""address"": ""דרך הים 31"", ""neighborhoodName"": ""מתחם מ-7"", ""rooms"": ""5"", ""floor"": ""שלוש עשרה"", ""buildingFloors"": ""20"", ""area"": ""153"", ""yearBuilt"": ""2020"", ""isFirstHand"": ""True"", ""gush"": ""370"", ""helka"": ""40"", ""tatHelka"": ""192"", ""assetId"": ""4920984""}"
sold,C:\Users\AVIV\gaba\gabay_pricing_core\tax_enrichment_diagnostics.json,131,,,4920984,large_area_140_195,,2026-06-11,,מתחם מ-7,דרך הים 31,,5.0,153.0,,,20.0,דירה בבית קומות,,3190000.0,20850.0,,,370,40,193,370-40,,,,"{""dealDate"": ""2026-06-11"", ""dealAmount"": ""3190000"", ""pricePerSqm"": ""20850"", ""address"": ""דרך הים 31"", ""neighborhoodName"": ""מתחם מ-7"", ""rooms"": ""5"", ""floor"": ""שלוש עשרה"", ""buildingFloors"": ""20"", ""area"": ""153"", ""yearBuilt"": ""2020"", ""propertyType"": ""דירה בבית קומות"", ""gush"": ""370"", ""helka"": ""40"", ""tatHelka"": ""193"", ""assetId"": ""4920984""}"
