source_class,file,record_index,lane_raw,source_raw,source_id,targets,special_types,date,city,neighborhood,address,street,rooms,area_sqm,outdoor_area_sqm,floor,total_floors,property_type,deal_type,price,price_per_sqm,parking,storage,gush,helka,tat_helka,parcel_key,latitude,longitude,description,raw_preview
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,114,,,,special_property_type,garden,2023-06-01,אשקלון,האגמים,עין עברונה 9,,4.0,101.0,,0.0,,דירת גן,,,19307.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""135"", ""targets"": ""special_property_type"", ""special_types"": ""garden"", ""date"": ""2023-06-01"", ""city"": ""אשקלון"", ""neighborhood"": ""האגמים"", ""address"": ""עין עברונה 9"", ""rooms"": ""4.0"", ""area_sqm"": ""101.0"", ""floor"": ""0.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""19307.0"", ""raw_preview"": ""{\""source_index\"": \""67\"", \""deal_date\"": \""2023-06-01\"", \""deal_amount\"": \""1950000.0\"", \""price_per_sqm\"": \""19307.0\"", \""address\"": \""עין עברונה 9\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""האגמים\"", \""rooms\"": \""4.0\"", \""floor\"": \""0\"", \""area\"": \""101.0\"", \""property_type\"": \""דירת גן\"", \""gush\"": \""2882\"", \""helka\"": \""5\"", \""tat_helka\"": \""8\"", \""asset_id\"": \""11083544280\"", \""latitude\"": \""31.647303165578975\"", \""longitude\"": \""34.56144928493107\"", \""scra...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,115,,,,small_area_45_80 | special_property_type,garden,2022-11-24,אשקלון,האגמים,עין עברונה 9,,3.0,80.0,,0.0,,דירת גן,,,22250.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""137"", ""targets"": ""small_area_45_80 | special_property_type"", ""special_types"": ""garden"", ""date"": ""2022-11-24"", ""city"": ""אשקלון"", ""neighborhood"": ""האגמים"", ""address"": ""עין עברונה 9"", ""rooms"": ""3.0"", ""area_sqm"": ""80.0"", ""floor"": ""0.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""22250.0"", ""raw_preview"": ""{\""source_index\"": \""68\"", \""deal_date\"": \""2022-11-24\"", \""deal_amount\"": \""1780000.0\"", \""price_per_sqm\"": \""22250.0\"", \""address\"": \""עין עברונה 9\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""האגמים\"", \""rooms\"": \""3.0\"", \""floor\"": \""0\"", \""area\"": \""80.0\"", \""property_type\"": \""דירת גן\"", \""gush\"": \""2882\"", \""helka\"": \""5\"", \""tat_helka\"": \""7\"", \""asset_id\"": \""11012682420\"", \""latitude\"": \""31.647303165578975\"", \""longitude\"": \""34.56144928493107\"", \""scrap...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,118,,,,special_property_type,garden,2026-05-25,אשקלון,גולדה,התקווה 5,,4.0,89.0,,0.0,,דירת גן,,,17978.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""191"", ""targets"": ""special_property_type"", ""special_types"": ""garden"", ""date"": ""2026-05-25"", ""city"": ""אשקלון"", ""neighborhood"": ""גולדה"", ""address"": ""התקווה 5"", ""rooms"": ""4.0"", ""area_sqm"": ""89.0"", ""floor"": ""0.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""17978.0"", ""raw_preview"": ""{\""source_index\"": \""95\"", \""deal_date\"": \""2026-05-25\"", \""deal_amount\"": \""1600000.0\"", \""price_per_sqm\"": \""17978.0\"", \""address\"": \""התקווה 5\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""גולדה\"", \""rooms\"": \""4.0\"", \""floor\"": \""0\"", \""area\"": \""89.0\"", \""property_type\"": \""דירת גן\"", \""gush\"": \""2843\"", \""helka\"": \""35\"", \""tat_helka\"": \""1\"", \""asset_id\"": \""11352888450\"", \""latitude\"": \""31.64776225342972\"", \""longitude\"": \""34.55617216227605\"", \""scraped_at...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,119,,,,special_property_type,garden,2023-04-24,אשקלון,גולדה,התקווה 5,,4.0,90.0,,0.0,,דירת גן,,,18333.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""195"", ""targets"": ""special_property_type"", ""special_types"": ""garden"", ""date"": ""2023-04-24"", ""city"": ""אשקלון"", ""neighborhood"": ""גולדה"", ""address"": ""התקווה 5"", ""rooms"": ""4.0"", ""area_sqm"": ""90.0"", ""floor"": ""0.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""18333.0"", ""raw_preview"": ""{\""source_index\"": \""97\"", \""deal_date\"": \""2023-04-24\"", \""deal_amount\"": \""1650000.0\"", \""price_per_sqm\"": \""18333.0\"", \""address\"": \""התקווה 5\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""גולדה\"", \""rooms\"": \""4.0\"", \""floor\"": \""0\"", \""area\"": \""90.0\"", \""property_type\"": \""דירת גן\"", \""gush\"": \""2843\"", \""helka\"": \""35\"", \""tat_helka\"": \""4\"", \""asset_id\"": \""11079377280\"", \""latitude\"": \""31.64776225342972\"", \""longitude\"": \""34.55617216227605\"", \""scraped_at...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,123,,,,special_property_type,garden,2026-04-20,אשקלון,האגמים,עמק חפר 77,,4.0,105.0,,0.0,,דירת גן,,,22857.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""215"", ""targets"": ""special_property_type"", ""special_types"": ""garden"", ""date"": ""2026-04-20"", ""city"": ""אשקלון"", ""neighborhood"": ""האגמים"", ""address"": ""עמק חפר 77"", ""rooms"": ""4.0"", ""area_sqm"": ""105.0"", ""floor"": ""0.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""22857.0"", ""raw_preview"": ""{\""source_index\"": \""107\"", \""deal_date\"": \""2026-04-20\"", \""deal_amount\"": \""2400000.0\"", \""price_per_sqm\"": \""22857.0\"", \""address\"": \""עמק חפר 77\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""האגמים\"", \""rooms\"": \""4.0\"", \""floor\"": \""0\"", \""area\"": \""105.0\"", \""property_type\"": \""דירת גן\"", \""gush\"": \""2884\"", \""helka\"": \""12\"", \""tat_helka\"": \""33\"", \""asset_id\"": \""11349159570\"", \""latitude\"": \""31.646376878134234\"", \""longitude\"": \""34.56919336410422\"", \""scr...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,124,,,,special_property_type,garden,2026-02-10,אשקלון,האגמים,עמק חפר 11,,4.0,88.0,,0.0,,דירת גן,,,25000.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""221"", ""targets"": ""special_property_type"", ""special_types"": ""garden"", ""date"": ""2026-02-10"", ""city"": ""אשקלון"", ""neighborhood"": ""האגמים"", ""address"": ""עמק חפר 11"", ""rooms"": ""4.0"", ""area_sqm"": ""88.0"", ""floor"": ""0.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""25000.0"", ""raw_preview"": ""{\""source_index\"": \""110\"", \""deal_date\"": \""2026-02-10\"", \""deal_amount\"": \""2200000.0\"", \""price_per_sqm\"": \""25000.0\"", \""address\"": \""עמק חפר 11\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""האגמים\"", \""rooms\"": \""4.0\"", \""floor\"": \""0\"", \""area\"": \""88.0\"", \""property_type\"": \""דירת גן\"", \""gush\"": \""2882\"", \""helka\"": \""9\"", \""tat_helka\"": \""21\"", \""asset_id\"": \""11344236030\"", \""latitude\"": \""31.64667239461572\"", \""longitude\"": \""34.560254109325975\"", \""scrap...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,125,,,,special_property_type,garden,2026-02-03,אשקלון,האגמים,עמק חפר 9,,4.0,89.0,,0.0,,דירת גן,,,23034.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""223"", ""targets"": ""special_property_type"", ""special_types"": ""garden"", ""date"": ""2026-02-03"", ""city"": ""אשקלון"", ""neighborhood"": ""האגמים"", ""address"": ""עמק חפר 9"", ""rooms"": ""4.0"", ""area_sqm"": ""89.0"", ""floor"": ""0.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""23034.0"", ""raw_preview"": ""{\""source_index\"": \""111\"", \""deal_date\"": \""2026-02-03\"", \""deal_amount\"": \""2050000.0\"", \""price_per_sqm\"": \""23034.0\"", \""address\"": \""עמק חפר 9\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""האגמים\"", \""rooms\"": \""4.0\"", \""floor\"": \""0\"", \""area\"": \""89.0\"", \""property_type\"": \""דירת גן\"", \""gush\"": \""2882\"", \""helka\"": \""9\"", \""tat_helka\"": \""31\"", \""asset_id\"": \""11343357720\"", \""latitude\"": \""31.64653428008991\"", \""longitude\"": \""34.56007902803918\"", \""scraped...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,127,,,,special_property_type,garden,2026-03-18,אשקלון,האגמים,נחל תנינים 6,,4.0,100.0,,0.0,,דירת גן,,,22340.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""251"", ""targets"": ""special_property_type"", ""special_types"": ""garden"", ""date"": ""2026-03-18"", ""city"": ""אשקלון"", ""neighborhood"": ""האגמים"", ""address"": ""נחל תנינים 6"", ""rooms"": ""4.0"", ""area_sqm"": ""100.0"", ""floor"": ""0.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""22340.0"", ""raw_preview"": ""{\""source_index\"": \""125\"", \""deal_date\"": \""2026-03-18\"", \""deal_amount\"": \""2234000.0\"", \""price_per_sqm\"": \""22340.0\"", \""address\"": \""נחל תנינים 6\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""האגמים\"", \""rooms\"": \""4.0\"", \""floor\"": \""0\"", \""area\"": \""100.0\"", \""property_type\"": \""דירת גן\"", \""gush\"": \""2882\"", \""helka\"": \""12\"", \""tat_helka\"": \""31\"", \""asset_id\"": \""11347636860\"", \""latitude\"": \""31.645545576732587\"", \""longitude\"": \""34.560036213538396\"", \""...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,128,,,,special_property_type,garden,2022-05-03,אשקלון,האגמים,נחל תנינים 14,,5.0,120.0,,1.0,,דירת גן,,,22917.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""281"", ""targets"": ""special_property_type"", ""special_types"": ""garden"", ""date"": ""2022-05-03"", ""city"": ""אשקלון"", ""neighborhood"": ""האגמים"", ""address"": ""נחל תנינים 14"", ""rooms"": ""5.0"", ""area_sqm"": ""120.0"", ""floor"": ""1.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""22917.0"", ""raw_preview"": ""{\""source_index\"": \""140\"", \""deal_date\"": \""2022-05-03\"", \""deal_amount\"": \""2750000.0\"", \""price_per_sqm\"": \""22917.0\"", \""address\"": \""נחל תנינים 14\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""האגמים\"", \""rooms\"": \""5.0\"", \""floor\"": \""1\"", \""area\"": \""120.0\"", \""property_type\"": \""דירת גן\"", \""gush\"": \""2882\"", \""helka\"": \""13\"", \""tat_helka\"": \""45\"", \""asset_id\"": \""10993404870\"", \""latitude\"": \""31.64544083741309\"", \""longitude\"": \""34.56148871568723\"", \""s...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,129,,,,special_property_type,garden,2025-06-08,אשקלון,האגמים,עמק חפר 19,,5.0,127.0,,0.0,,דירת גן,,,18898.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""297"", ""targets"": ""special_property_type"", ""special_types"": ""garden"", ""date"": ""2025-06-08"", ""city"": ""אשקלון"", ""neighborhood"": ""האגמים"", ""address"": ""עמק חפר 19"", ""rooms"": ""5.0"", ""area_sqm"": ""127.0"", ""floor"": ""0.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""18898.0"", ""raw_preview"": ""{\""source_index\"": \""149\"", \""deal_date\"": \""2025-06-08\"", \""deal_amount\"": \""2400000.0\"", \""price_per_sqm\"": \""18898.0\"", \""address\"": \""עמק חפר 19\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""האגמים\"", \""rooms\"": \""5.0\"", \""floor\"": \""0\"", \""area\"": \""127.0\"", \""property_type\"": \""דירת גן\"", \""gush\"": \""2882\"", \""helka\"": \""10\"", \""tat_helka\"": \""12\"", \""asset_id\"": \""11265720480\"", \""latitude\"": \""31.64673062205135\"", \""longitude\"": \""34.56188709728447\"", \""scra...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,135,,,,small_area_45_80 | special_property_type,garden,2023-08-14,אשקלון,גולדה,אליעזר בן יהודה 2,,4.0,80.0,,0.0,,דירת גן,,,18750.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""409"", ""targets"": ""small_area_45_80 | special_property_type"", ""special_types"": ""garden"", ""date"": ""2023-08-14"", ""city"": ""אשקלון"", ""neighborhood"": ""גולדה"", ""address"": ""אליעזר בן יהודה 2"", ""rooms"": ""4.0"", ""area_sqm"": ""80.0"", ""floor"": ""0.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""18750.0"", ""raw_preview"": ""{\""source_index\"": \""206\"", \""deal_date\"": \""2023-08-14\"", \""deal_amount\"": \""1500000.0\"", \""price_per_sqm\"": \""18750.0\"", \""address\"": \""אליעזר בן יהודה 2\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""גולדה\"", \""rooms\"": \""4.0\"", \""floor\"": \""0\"", \""area\"": \""80.0\"", \""property_type\"": \""דירת גן\"", \""gush\"": \""2843\"", \""helka\"": \""27\"", \""tat_helka\"": \""9\"", \""asset_id\"": \""11089170090\"", \""latitude\"": \""31.647430021803288\"", \""longitude\"": \""34.557686194150115\"",...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,141,,,,special_property_type,garden,2021-10-21,אשקלון,האגמים,עמק חפר 34,,5.0,110.0,,0.0,,דירת גן,,,16182.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""461"", ""targets"": ""special_property_type"", ""special_types"": ""garden"", ""date"": ""2021-10-21"", ""city"": ""אשקלון"", ""neighborhood"": ""האגמים"", ""address"": ""עמק חפר 34"", ""rooms"": ""5.0"", ""area_sqm"": ""110.0"", ""floor"": ""0.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""16182.0"", ""raw_preview"": ""{\""source_index\"": \""232\"", \""deal_date\"": \""2021-10-21\"", \""deal_amount\"": \""1780000.0\"", \""price_per_sqm\"": \""16182.0\"", \""address\"": \""עמק חפר 34\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""האגמים\"", \""rooms\"": \""5.0\"", \""floor\"": \""0\"", \""area\"": \""110.0\"", \""property_type\"": \""דירת גן\"", \""gush\"": \""2884\"", \""helka\"": \""11\"", \""tat_helka\"": \""51\"", \""asset_id\"": \""10915864110\"", \""latitude\"": \""31.64828059256243\"", \""longitude\"": \""34.56572382699282\"", \""scra...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,142,,,,special_property_type,garden,2025-07-23,אשקלון,האגמים,עמק יזרעאל 41,,5.0,117.0,,0.0,,דירת גן,,,23077.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""513"", ""targets"": ""special_property_type"", ""special_types"": ""garden"", ""date"": ""2025-07-23"", ""city"": ""אשקלון"", ""neighborhood"": ""האגמים"", ""address"": ""עמק יזרעאל 41"", ""rooms"": ""5.0"", ""area_sqm"": ""117.0"", ""floor"": ""0.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""23077.0"", ""raw_preview"": ""{\""source_index\"": \""294\"", \""deal_date\"": \""2025-07-23\"", \""deal_amount\"": \""2700000.0\"", \""price_per_sqm\"": \""23077.0\"", \""address\"": \""עמק יזרעאל 41\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""האגמים\"", \""rooms\"": \""5.0\"", \""floor\"": \""0\"", \""area\"": \""117.0\"", \""property_type\"": \""דירת גן\"", \""gush\"": \""2885\"", \""helka\"": \""13\"", \""tat_helka\"": \""1\"", \""asset_id\"": \""11269605240\"", \""latitude\"": \""31.651328454746718\"", \""longitude\"": \""34.564072423211016\"", \""...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,143,,,,special_property_type,garden,2024-12-12,אשקלון,האגמים,עמק יזרעאל 31,,4.0,119.0,,0.0,,דירת גן,,,20294.0,,,,,,,,,,"{""source_class"": ""unknown"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\qa_output_ashkelon\\sold_primary_usable.json"", ""record_index"": ""545"", ""targets"": ""special_property_type"", ""special_types"": ""garden"", ""date"": ""2024-12-12"", ""city"": ""אשקלון"", ""neighborhood"": ""האגמים"", ""address"": ""עמק יזרעאל 31"", ""rooms"": ""4.0"", ""area_sqm"": ""119.0"", ""floor"": ""0.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""20294.0"", ""raw_preview"": ""{\""source_index\"": \""331\"", \""deal_date\"": \""2024-12-12\"", \""deal_amount\"": \""2415000.0\"", \""price_per_sqm\"": \""20294.0\"", \""address\"": \""עמק יזרעאל 31\"", \""city\"": \""אשקלון\"", \""neighborhood\"": \""האגמים\"", \""rooms\"": \""4.0\"", \""floor\"": \""0\"", \""area\"": \""119.0\"", \""property_type\"": \""דירת גן\"", \""gush\"": \""2883\"", \""helka\"": \""26\"", \""tat_helka\"": \""2\"", \""asset_id\"": \""11188427580\"", \""latitude\"": \""31.650695583513254\"", \""longitude\"": \""34.56290829491409\"", \""s...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,481,,,,small_area_45_80 | special_property_type,garden,2026-02-01,אשקלון,כוכב הצפון,אבן עזרא 61,,3.0,74.0,,0.0,,דירת גן,False,,20270.0,,,,,,,,,,"{""source_class"": ""sold"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\tax_enriched_ashkelon_3room_36m.json"", ""record_index"": ""713"", ""targets"": ""small_area_45_80 | special_property_type"", ""special_types"": ""garden"", ""date"": ""2026-02-01"", ""city"": ""אשקלון"", ""neighborhood"": ""כוכב הצפון"", ""address"": ""אבן עזרא 61"", ""rooms"": ""3.0"", ""area_sqm"": ""74.0"", ""floor"": ""0.0"", ""property_type"": ""דירת גן"", ""deal_type"": ""False"", ""price_per_sqm"": ""20270.0"", ""raw_preview"": ""{\""dedupeKey\"": \""1201-120-1:2026-02-01:1500000\"", \""dealDate\"": \""2026-02-01\"", \""dealAmount\"": \""1500000\"", \""pricePerSqm\"": \""20270\"", \""address\"": \""אבן עזרא 61\"", \""cityName\"": \""אשקלון\"", \""neighborhoodName\"": \""כוכב הצפון\"", \""rooms\"": \""3\"", \""floor\"": \""קומה ‎0‏\"", \""area\"": \""74\"", \""propertyType\"": \""דירת גן\"", \""isFirstHand\"": \""False\"", \""gush\"": \""1201\"", \""helka\"": \""120\"", \""tatHelka\"": \""1\"", \""parcelNum\"": \""1201-120-1\"", \""assetId\"": \""11343479...""}"
unknown,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\all_special_candidates.csv,530,,,,small_area_45_80 | special_property_type,garden,2025-12-29,אשקלון,אזור תעשיה צפוני,הרב יוסף שרביט 7,,3.0,75.0,,,,דירת גן,,,24133.0,,,,,,,,,,"{""source_class"": ""sold"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\tax_enriched_ashkelon_3room_36m.json"", ""record_index"": ""787"", ""targets"": ""small_area_45_80 | special_property_type"", ""special_types"": ""garden"", ""date"": ""2025-12-29"", ""city"": ""אשקלון"", ""neighborhood"": ""אזור תעשיה צפוני"", ""address"": ""הרב יוסף שרביט 7"", ""rooms"": ""3.0"", ""area_sqm"": ""75.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""24133.0"", ""raw_preview"": ""{\""dedupeKey\"": \""1197-87-83:2025-12-29:1810000\"", \""dealDate\"": \""2025-12-29\"", \""dealAmount\"": \""1810000\"", \""pricePerSqm\"": \""24133\"", \""address\"": \""הרב יוסף שרביט 7\"", \""cityName\"": \""אשקלון\"", \""neighborhoodName\"": \""אזור תעשיה צפוני\"", \""rooms\"": \""3\"", \""area\"": \""75\"", \""propertyType\"": \""דירת גן\"", \""gush\"": \""1197\"", \""helka\"": \""87\"", \""tatHelka\"": \""83\"", \""parcelNum\"": \""1197-87-83\"", \""assetId\"": \""11340312660\"", \""scrapedAt\"": \""2026-09-05T16:...""}"
sold,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\sold_candidates.csv,314,,,,small_area_45_80 | special_property_type,garden,2026-02-01,אשקלון,כוכב הצפון,אבן עזרא 61,,3.0,74.0,,0.0,,דירת גן,False,,20270.0,,,,,,,,,,"{""source_class"": ""sold"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\tax_enriched_ashkelon_3room_36m.json"", ""record_index"": ""713"", ""targets"": ""small_area_45_80 | special_property_type"", ""special_types"": ""garden"", ""date"": ""2026-02-01"", ""city"": ""אשקלון"", ""neighborhood"": ""כוכב הצפון"", ""address"": ""אבן עזרא 61"", ""rooms"": ""3.0"", ""area_sqm"": ""74.0"", ""floor"": ""0.0"", ""property_type"": ""דירת גן"", ""deal_type"": ""False"", ""price_per_sqm"": ""20270.0"", ""raw_preview"": ""{\""dedupeKey\"": \""1201-120-1:2026-02-01:1500000\"", \""dealDate\"": \""2026-02-01\"", \""dealAmount\"": \""1500000\"", \""pricePerSqm\"": \""20270\"", \""address\"": \""אבן עזרא 61\"", \""cityName\"": \""אשקלון\"", \""neighborhoodName\"": \""כוכב הצפון\"", \""rooms\"": \""3\"", \""floor\"": \""קומה ‎0‏\"", \""area\"": \""74\"", \""propertyType\"": \""דירת גן\"", \""isFirstHand\"": \""False\"", \""gush\"": \""1201\"", \""helka\"": \""120\"", \""tatHelka\"": \""1\"", \""parcelNum\"": \""1201-120-1\"", \""assetId\"": \""11343479...""}"
sold,C:\Users\AVIV\gaba\gabay_pricing_core\special_unit_data_audit\sold_candidates.csv,363,,,,small_area_45_80 | special_property_type,garden,2025-12-29,אשקלון,אזור תעשיה צפוני,הרב יוסף שרביט 7,,3.0,75.0,,,,דירת גן,,,24133.0,,,,,,,,,,"{""source_class"": ""sold"", ""file"": ""C:\\Users\\AVIV\\gaba\\gabay_pricing_core\\tax_enriched_ashkelon_3room_36m.json"", ""record_index"": ""787"", ""targets"": ""small_area_45_80 | special_property_type"", ""special_types"": ""garden"", ""date"": ""2025-12-29"", ""city"": ""אשקלון"", ""neighborhood"": ""אזור תעשיה צפוני"", ""address"": ""הרב יוסף שרביט 7"", ""rooms"": ""3.0"", ""area_sqm"": ""75.0"", ""property_type"": ""דירת גן"", ""price_per_sqm"": ""24133.0"", ""raw_preview"": ""{\""dedupeKey\"": \""1197-87-83:2025-12-29:1810000\"", \""dealDate\"": \""2025-12-29\"", \""dealAmount\"": \""1810000\"", \""pricePerSqm\"": \""24133\"", \""address\"": \""הרב יוסף שרביט 7\"", \""cityName\"": \""אשקלון\"", \""neighborhoodName\"": \""אזור תעשיה צפוני\"", \""rooms\"": \""3\"", \""area\"": \""75\"", \""propertyType\"": \""דירת גן\"", \""gush\"": \""1197\"", \""helka\"": \""87\"", \""tatHelka\"": \""83\"", \""parcelNum\"": \""1197-87-83\"", \""assetId\"": \""11340312660\"", \""scrapedAt\"": \""2026-09-05T16:...""}"
sold,C:\Users\AVIV\gaba\gabay_pricing_core\tax_enriched_ashkelon_3room_36m.json,713,,,11343479400,small_area_45_80 | special_property_type,garden,2026-02-01,אשקלון,כוכב הצפון,אבן עזרא 61,,3.0,74.0,,0.0,,דירת גן,False,1500000.0,20270.0,,,1201,120,1,1201-120-1,,,,"{""dedupeKey"": ""1201-120-1:2026-02-01:1500000"", ""dealDate"": ""2026-02-01"", ""dealAmount"": ""1500000"", ""pricePerSqm"": ""20270"", ""address"": ""אבן עזרא 61"", ""cityName"": ""אשקלון"", ""neighborhoodName"": ""כוכב הצפון"", ""rooms"": ""3"", ""floor"": ""קומה ‎0‏"", ""area"": ""74"", ""propertyType"": ""דירת גן"", ""isFirstHand"": ""False"", ""gush"": ""1201"", ""helka"": ""120"", ""tatHelka"": ""1"", ""parcelNum"": ""1201-120-1"", ""assetId"": ""11343479400"", ""scrapedAt"": ""2026-09-05T16:18:44.173Z""}"
sold,C:\Users\AVIV\gaba\gabay_pricing_core\tax_enriched_ashkelon_3room_36m.json,787,,,11340312660,small_area_45_80 | special_property_type,garden,2025-12-29,אשקלון,אזור תעשיה צפוני,הרב יוסף שרביט 7,,3.0,75.0,,,,דירת גן,,1810000.0,24133.0,,,1197,87,83,1197-87-83,,,,"{""dedupeKey"": ""1197-87-83:2025-12-29:1810000"", ""dealDate"": ""2025-12-29"", ""dealAmount"": ""1810000"", ""pricePerSqm"": ""24133"", ""address"": ""הרב יוסף שרביט 7"", ""cityName"": ""אשקלון"", ""neighborhoodName"": ""אזור תעשיה צפוני"", ""rooms"": ""3"", ""area"": ""75"", ""propertyType"": ""דירת גן"", ""gush"": ""1197"", ""helka"": ""87"", ""tatHelka"": ""83"", ""parcelNum"": ""1197-87-83"", ""assetId"": ""11340312660"", ""scrapedAt"": ""2026-09-05T16:18:44.174Z""}"
